account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x39de8fc3390,BTC,12338.11,216.5165,Sell,2023-02-01 21:53:54,Long,TRADE,-23.0659,5.3
0x2b7c120a380,MATIC,8034.76,95.0086,Buy,2023-02-01 22:37:35,Long,TRADE,9.3078,3.6
0x1d65c7c1273,BTC,5928.04,158.1339,Sell,2023-02-01 23:21:16,Short,TRADE,15.9499,5.7
0xf0ca0a4920,AVAX,46483.11,21.7273,Buy,2023-02-02 00:04:57,Long,TRADE,23.0115,4.9
0x2cfac714738,ARB,18770.43,52.2156,Sell,2023-02-02 00:48:38,Long,TRADE,26.5762,10.9
0x13c35cc9821,BTC,27298.95,181.9702,Sell,2023-02-02 01:32:19,,TRADE,-53.0623,16.2
0x39ef42a6957,SOL,50798.17,51.9051,Buy,2023-02-02 02:16:00,Short,TRADE,22.7558,10.1
0x225b09fc503,SOL,23875.29,442.876,Buy,2023-02-02 02:59:41,Long,LIQUIDATION,5.9028,4.2
0x30d90c2f866,ETH,4471.83,518.9284,Buy,2023-02-02 03:43:22,Long,TRADE,-17.7416,6.2
0x724f640674,BTC,25084.58,125.1752,Sell,2023-02-02 04:27:03,Long,TRADE,-11.7696,5.4
0x26409370328,BTC,34329.17,97.284,Buy,2023-02-02 05:10:44,,TRADE,-6.9663,4.5
0x2903fb12447,DOGE,894.49,1042.363,Sell,2023-02-02 05:54:25,,FUNDING,-19.5428,5.8
0x292c5f61822,BTC,34874.97,4.225,Sell,2023-02-02 06:38:06,Long,TRADE,-5.8419,5.7
0x25632813245,ARB,8992.97,137.5548,Buy,2023-02-02 07:21:47,Short,TRADE,-7.9819,15.2
0x1cdd7c67738,ETH,6617.48,307.1519,Sell,2023-02-02 08:05:28,Short,TRADE,-28.3142,7.1
0x13500e35426,ETH,42520.33,11.4,Sell,2023-02-02 08:49:08,Short,TRADE,0.3296,6.0
0x62e0feb885,DOGE,8856.38,32.487,Sell,2023-02-02 09:32:49,Long,TRADE,21.7657,10.2
0xc7c7b9b250,MATIC,6006.36,283.3745,Sell,2023-02-02 10:16:30,Long,TRADE,-4.7355,8.8
0x350abd31967,ETH,27170.23,74.9835,Sell,2023-02-02 11:00:11,Short,TRADE,2.0348,12.0
0x33f3dffb169,ARB,24530.22,164.6328,Buy,2023-02-02 11:43:52,Long,TRADE,-8.5541,5.0
0xe51fff8866,BTC,39200.94,8.4531,Buy,2023-02-02 12:27:33,Short,TRADE,-7.7099,15.5
0x2695fca4578,BTC,56985.89,15.5241,Sell,2023-02-02 13:11:14,Long,TRADE,-36.7237,7.3
0x344a4a76496,SOL,5634.29,49.3219,Buy,2023-02-02 13:54:55,Long,TRADE,-5.759,4.2
0x1987b6ba918,BTC,56293.37,402.1704,Buy,2023-02-02 14:38:36,Long,LIQUIDATION,-5.6522,5.1
0x1888b994109,BTC,44317.69,208.4713,Sell,2023-02-02 15:22:17,Long,TRADE,14.716,4.9
0x19746d4c834,BTC,16499.37,28.5496,Buy,2023-02-02 16:05:58,Long,TRADE,-4.3124,17.8
0x1536773b121,BTC,53636.57,32.6463,Buy,2023-02-02 16:49:39,,TRADE,-35.5107,3.6
0x2903fb12447,ARB,2904.46,187.691,Sell,2023-02-02 17:33:20,Long,TRADE,-3.9561,6.4
0x1d88394c396,SOL,59007.29,102.3027,Buy,2023-02-02 18:17:01,Long,TRADE,-0.7081,7.7
0x347ba23e844,MATIC,46649.16,146.0675,Sell,2023-02-02 19:00:42,Short,TRADE,17.8293,5.0
0x37550a89430,SOL,19788.78,53.4764,Sell,2023-02-02 19:44:23,Short,TRADE,-0.6268,3.7
0x179afe9e920,BTC,41095.61,46.975,Sell,2023-02-02 20:28:04,Long,TRADE,19.6845,4.0
0x220cf166832,ARB,58414.13,85.2398,Sell,2023-02-02 21:11:45,Short,TRADE,-12.2712,5.3
0x30d083e7480,BTC,20741.98,36.2865,Sell,2023-02-02 21:55:25,Short,TRADE,-10.5819,4.6
0x18ba919d427,ETH,26597.55,36.1642,Buy,2023-02-02 22:39:06,Long,TRADE,3.6509,12.4
0x617a000374,SOL,50593.41,10.2687,Sell,2023-02-02 23:22:47,Long,FUNDING,2.3692,4.7
0x20475f8c743,BTC,26961.11,47.9652,Sell,2023-02-03 00:06:28,Long,TRADE,-4.4888,4.6
0x2c4ac55a583,ETH,7318.86,21.5227,Sell,2023-02-03 00:50:09,Short,TRADE,-16.5783,7.4
0x1bf2eb69331,ETH,39021.83,40.3533,Buy,2023-02-03 01:33:50,Short,TRADE,-11.754,7.0
0xc74e658278,ETH,20812.1,75.1452,Buy,2023-02-03 02:17:31,Long,TRADE,44.0695,1.2
0x17a4a8e3336,ETH,56559.16,229.9244,Sell,2023-02-03 03:01:12,Short,TRADE,-21.1527,3.9
0x36d98f8a666,ETH,6414.96,65.6669,Sell,2023-02-03 03:44:53,Short,TRADE,-11.4902,4.7
0x19160567977,ETH,29587.43,99.1082,Sell,2023-02-03 04:28:34,,TRADE,8.6901,3.6
0xbcdf5b9960,BTC,44402.26,55.6204,Buy,2023-02-03 05:12:15,Short,TRADE,52.796,9.8
0x2695fca4578,ETH,53757.62,107.177,Sell,2023-02-03 05:55:56,Long,TRADE,0.132,2.9
0x18e221f7531,ARB,44963.13,79.1038,Sell,2023-02-03 06:39:37,Short,TRADE,3.9118,10.2
0x7724a7b267,ETH,56131.79,7.7919,Buy,2023-02-03 07:23:18,Long,TRADE,-21.3081,2.1
0x2b41dcd7587,BTC,44903.33,70.7513,Sell,2023-02-03 08:06:59,Short,TRADE,-18.6241,6.3
0xc74e658278,ETH,18095.98,78.5242,Sell,2023-02-03 08:50:40,,TRADE,56.8623,26.9
0x327fea67974,BTC,50305.79,126.4762,Buy,2023-02-03 09:34:21,Long,TRADE,11.8999,4.5
0x31a2b39e797,BTC,32439.68,34.1021,Sell,2023-02-03 10:18:02,Short,TRADE,-10.8992,6.1
0x2effaaee209,BTC,42512.86,56.0365,Sell,2023-02-03 11:01:43,Short,TRADE,-14.2377,10.1
0xc74e658278,ARB,17689.18,212.0526,Sell,2023-02-03 11:45:23,Long,TRADE,-27.5498,10.0
0xd99a46b265,ETH,58905.76,36.1039,Sell,2023-02-03 12:29:04,Long,TRADE,17.4141,7.0
0x32dc1a0a606,BTC,36846.1,43.6625,Sell,2023-02-03 13:12:45,Long,TRADE,7.6349,5.5
0x1987b6ba918,ETH,51566.94,472.1069,Sell,2023-02-03 13:56:26,Long,FUNDING,17.7755,5.5
0x1f612afb952,ETH,54895.86,27.5713,Sell,2023-02-03 14:40:07,Long,TRADE,1.2572,3.0
0x277fba8b496,ARB,31777.27,10.1354,Sell,2023-02-03 15:23:48,,TRADE,15.1105,3.6
0xe7803c4817,MATIC,45570.44,248.8047,Buy,2023-02-03 16:07:29,,TRADE,-7.1122,6.2
0x18ba919d427,ARB,55749.33,13.7575,Sell,2023-02-03 16:51:10,Long,TRADE,-10.5671,6.9
0x138515c8784,ETH,15403.73,68.9652,Sell,2023-02-03 17:34:51,Short,TRADE,-9.0926,21.9
0x13c35cc9821,DOGE,18445.66,134.2413,Buy,2023-02-03 18:18:32,Short,TRADE,-9.6936,8.9
0x10eba987919,ETH,51377.0,246.2859,Buy,2023-02-03 19:02:13,Short,TRADE,10.061,5.1
0x32090ed7766,ETH,19366.34,176.8267,Buy,2023-02-03 19:45:54,Short,TRADE,-28.2997,7.8
0xfb28b20178,DOGE,14087.58,26.8007,Buy,2023-02-03 20:29:35,Long,TRADE,-19.3542,28.5
0x31a2b39e797,BTC,3093.14,567.0998,Sell,2023-02-03 21:13:16,Long,TRADE,-30.8828,6.3
0xfb28b20178,BTC,23461.52,58.922,Sell,2023-02-03 21:56:57,Long,TRADE,21.7543,8.5
0x373fd73f147,DOGE,52640.42,32.0599,Sell,2023-02-03 22:40:38,Short,TRADE,-9.0658,4.7
0x34760cdb775,DOGE,16024.38,272.368,Sell,2023-02-03 23:24:19,Short,LIQUIDATION,-14.6613,5.9
0x161b2a7f463,ETH,59451.51,28.5462,Buy,2023-02-04 00:08:00,Long,TRADE,5.3376,8.0
0x21802835318,BTC,1696.29,138.1956,Buy,2023-02-04 00:51:40,Long,TRADE,7.2791,5.3
0x399c1465206,ARB,14075.17,56.9987,Sell,2023-02-04 01:35:21,Short,TRADE,-27.0462,7.4
0x21802835318,BTC,34524.1,57.4009,Sell,2023-02-04 02:19:02,Long,TRADE,2.7869,3.8
0x30d083e7480,BTC,47752.44,1618.8654,Sell,2023-02-04 03:02:43,Short,TRADE,10.4489,3.4
0x399c1465206,ETH,32414.67,104.0617,Buy,2023-02-04 03:46:24,,TRADE,-36.5907,9.6
0x29ccd8d4268,BTC,3612.59,6.0245,Sell,2023-02-04 04:30:05,Long,TRADE,14.4303,5.5
0xe61126f900,ARB,23964.6,13.6749,Sell,2023-02-04 05:13:46,Long,TRADE,-14.5674,7.5
0x2341929c668,SOL,51663.38,120.0199,Sell,2023-02-04 05:57:27,Short,TRADE,13.257,4.1
0xc8ff9f9490,SOL,5345.63,16.0163,Sell,2023-02-04 06:41:08,Long,TRADE,25.6997,3.4
0x2720a941758,ETH,30913.56,41.8281,Sell,2023-02-04 07:24:49,Long,TRADE,-0.9,4.6
0x10eba987919,SOL,38737.78,235.6257,Buy,2023-02-04 08:08:30,Short,FUNDING,-11.2394,14.3
0x18e221f7531,SOL,59752.96,72.4508,Buy,2023-02-04 08:52:11,Long,TRADE,1.6355,2.2
0x1d00ef95583,BTC,13007.47,210.436,Buy,2023-02-04 09:35:52,Long,TRADE,-18.8137,6.7
0x3362fd5c550,ARB,56626.54,393.1744,Buy,2023-02-04 10:19:33,Long,TRADE,28.8765,6.5
0x1338b630276,ARB,27600.2,205.6313,Sell,2023-02-04 11:03:14,Long,TRADE,-6.5366,3.9
0x34b26d16801,BTC,3424.44,29.0378,Sell,2023-02-04 11:46:55,Short,TRADE,7.7575,6.8
0x2720a941758,ETH,51162.92,240.2423,Sell,2023-02-04 12:30:36,Long,TRADE,19.0601,6.6
0x350abd31967,BTC,5388.46,232.7028,Sell,2023-02-04 13:14:17,Short,TRADE,-0.5455,3.9
0x293ba2c2452,ETH,5819.84,83.4565,Buy,2023-02-04 13:57:57,Short,TRADE,12.7072,5.6
0x15c8b5ad266,DOGE,223.1,29.9844,Sell,2023-02-04 14:41:38,Long,TRADE,-21.1922,6.0
0x21802835318,ETH,23790.0,92.5889,Sell,2023-02-04 15:25:19,Short,TRADE,-2.8812,3.9
0x19160567977,ETH,12348.65,106.4475,Sell,2023-02-04 16:09:00,Short,TRADE,8.746,5.1
0x1a0fa8e7449,DOGE,9744.46,21.8172,Buy,2023-02-04 16:52:41,Short,TRADE,-21.5923,6.0
0x2341929c668,DOGE,51560.45,253.9624,Sell,2023-02-04 17:36:22,Short,TRADE,25.7791,7.0
0x2effaaee209,BTC,28859.35,56.1277,Sell,2023-02-04 18:20:03,Short,TRADE,13.0651,15.6
0x18e221f7531,SOL,27005.07,86.3934,Sell,2023-02-04 19:03:44,Short,TRADE,-10.2433,3.7
0x2ef7f5ad798,BTC,48193.21,139.696,Buy,2023-02-04 19:47:25,Short,TRADE,-1.0126,11.9
0x1524aa87201,SOL,25579.64,112.926,Buy,2023-02-04 20:31:06,Short,TRADE,0.0266,3.9
0x29f6e323895,ETH,8033.54,78.306,Sell,2023-02-04 21:14:47,,TRADE,-7.1272,6.0
0x303c8ac5542,BTC,6145.74,27.5254,Buy,2023-02-04 21:58:28,Long,TRADE,-31.11,9.6
0xdd54dab311,ETH,19983.75,529.2877,Buy,2023-02-04 22:42:09,Short,TRADE,-11.3223,7.5
0x2cab7e80292,DOGE,44146.03,469.075,Sell,2023-02-04 23:25:50,Long,TRADE,13.1834,1.9
0x31d26d1b803,BTC,36128.75,327.9964,Buy,2023-02-05 00:09:31,Short,TRADE,1.4982,10.4
0xc7c7b9b250,ARB,52420.36,90.1334,Sell,2023-02-05 00:53:12,Short,TRADE,15.8455,7.1
0x10a45ace720,BTC,9233.17,173.4138,Buy,2023-02-05 01:36:53,Long,TRADE,-17.5142,4.6
0x15c8b5ad266,BTC,28748.9,24.6158,Sell,2023-02-05 02:20:34,Short,TRADE,15.3412,5.7
0x9be15e7396,BTC,49827.61,86.6614,Buy,2023-02-05 03:04:15,Long,TRADE,11.5945,7.5
0x23826de5122,MATIC,43532.63,11.3926,Buy,2023-02-05 03:47:55,Long,TRADE,31.067,7.8
0x277fba8b496,SOL,17174.58,44.0586,Buy,2023-02-05 04:31:36,Long,TRADE,2.4106,8.0
0x9889e82355,AVAX,16412.37,172.6298,Buy,2023-02-05 05:15:17,Long,FUNDING,62.286,12.4
0x9be15e7396,BTC,24616.25,298.4203,Sell,2023-02-05 05:58:58,Long,TRADE,9.8133,6.0
0x220cf166832,DOGE,1121.67,29.1407,Sell,2023-02-05 06:42:39,Long,TRADE,30.084,4.0
0x1a6c2c25836,ETH,9608.27,34.326,Buy,2023-02-05 07:26:20,,TRADE,3.5614,8.9
0x21799520910,BTC,21880.83,142.424,Sell,2023-02-05 08:10:01,,TRADE,-15.362,5.4
0x19a96d0f751,SOL,43600.71,10.2065,Buy,2023-02-05 08:53:42,,TRADE,-5.8983,7.5
0x373eaca8390,BTC,37885.98,503.8527,Buy,2023-02-05 09:37:23,Long,TRADE,43.8515,4.7
0x14058da4819,ARB,59613.18,30.3492,Buy,2023-02-05 10:21:04,Long,TRADE,10.4641,7.7
0x13c35cc9821,ETH,20580.87,72.9822,Buy,2023-02-05 11:04:45,Long,TRADE,-12.2731,5.5
0x19fae8b1984,AVAX,51372.52,196.0065,Buy,2023-02-05 11:48:26,Long,TRADE,2.7028,3.3
0x9be15e7396,ETH,20752.61,68.4234,Sell,2023-02-05 12:32:07,Long,TRADE,25.8035,10.4
0x1e9090d7766,ETH,15161.25,56.586,Buy,2023-02-05 13:15:48,Long,TRADE,-25.5629,8.5
0x2341929c668,SOL,29705.35,155.0816,Sell,2023-02-05 13:59:29,Long,TRADE,-15.4846,3.2
0x34b26d16801,BTC,29168.03,47.5904,Sell,2023-02-05 14:43:10,Long,TRADE,-34.0609,4.0
0x2effaaee209,ARB,18702.18,123.9749,Sell,2023-02-05 15:26:51,Short,TRADE,-6.8248,4.5
0x36d98f8a666,ETH,53343.84,85.4064,Sell,2023-02-05 16:10:32,Short,TRADE,-20.0783,11.7
0x242fb1f0534,SOL,55713.37,20.3605,Buy,2023-02-05 16:54:12,Short,TRADE,11.9,8.6
0x2309bb78553,ARB,32169.74,392.7235,Sell,2023-02-05 17:37:53,Long,TRADE,-26.6548,6.7
0x2b502e25646,BTC,39177.57,56.5159,Sell,2023-02-05 18:21:34,Long,TRADE,26.077,2.7
0x146d9f1a784,ETH,40965.79,153.1839,Buy,2023-02-05 19:05:15,Long,TRADE,24.6064,7.6
0x13500e35426,BTC,17633.82,32.8605,Sell,2023-02-05 19:48:56,Short,TRADE,-7.9238,6.6
0x34996f51679,AVAX,40544.77,8.7947,Sell,2023-02-05 20:32:37,,TRADE,-45.1424,5.1
0x2cfac714738,ARB,24212.59,320.1233,Buy,2023-02-05 21:16:18,,TRADE,8.3338,11.7
0x33f3dffb169,BTC,25260.2,88.493,Buy,2023-02-05 21:59:59,Short,TRADE,-21.5002,6.3
0x1e604bfb894,BTC,52576.85,109.098,Sell,2023-02-05 22:43:40,Long,TRADE,-23.9087,10.9
0xfb28b20178,SOL,33458.35,94.0086,Sell,2023-02-05 23:27:21,Short,TRADE,-12.5988,5.0
0x373d8de7715,BTC,56054.97,1123.5005,Buy,2023-02-06 00:11:02,Short,TRADE,12.1611,4.1
0x10a45ace720,BTC,43818.79,224.0495,Sell,2023-02-06 00:54:43,Short,TRADE,-9.1777,3.2
0x1419f8b2732,ETH,33172.81,191.7286,Sell,2023-02-06 01:38:24,Long,TRADE,35.0904,5.8
0x26adc337783,SOL,42349.92,44.183,Sell,2023-02-06 02:22:05,Short,TRADE,-28.0607,46.1
0x344a4a76496,MATIC,19908.34,71.9663,Sell,2023-02-06 03:05:46,Short,TRADE,8.475,3.8
0x26409370328,ETH,27774.16,89.6032,Buy,2023-02-06 03:49:27,Short,TRADE,16.8727,3.8
0xc7c7b9b250,ETH,26886.18,184.8518,Sell,2023-02-06 04:33:08,Long,TRADE,-31.8762,10.9
0x1d88394c396,BTC,49650.96,63.3059,Buy,2023-02-06 05:16:49,Long,TRADE,26.2415,6.3
0x16b9968b991,ARB,19145.37,58.727,Buy,2023-02-06 06:00:30,Short,TRADE,-10.8265,15.1
0x1987b6ba918,BTC,33198.48,233.5708,Sell,2023-02-06 06:44:10,Long,TRADE,-12.0992,2.7
0x21d5539d175,BTC,25723.23,600.9201,Sell,2023-02-06 07:27:51,Short,TRADE,-9.1859,14.2
0x2720a941758,BTC,56558.15,6.5852,Sell,2023-02-06 08:11:32,Long,LIQUIDATION,-1.9219,4.1
0xba60287269,BTC,51270.63,250.0657,Buy,2023-02-06 08:55:13,Long,FUNDING,-60.189,5.0
0x365b049b650,SOL,55877.2,64.7101,Sell,2023-02-06 09:38:54,Long,TRADE,-0.0786,6.9
0xc7c7b9b250,ETH,26306.29,183.8998,Buy,2023-02-06 10:22:35,Short,TRADE,-19.2486,6.1
0x14058da4819,AVAX,23827.84,74.6311,Sell,2023-02-06 11:06:16,Long,TRADE,-20.3571,8.9
0x2341929c668,BTC,16390.07,56.7317,Sell,2023-02-06 11:49:57,Short,TRADE,-4.4442,6.6
0xfaf14ff612,ETH,14297.7,99.5548,Sell,2023-02-06 12:33:38,Long,TRADE,16.6456,4.3
0x35bed218618,ETH,26601.39,16.1722,Buy,2023-02-06 13:17:19,Short,TRADE,23.6906,10.0
0x30912bf7585,ETH,9996.3,25.8659,Sell,2023-02-06 14:01:00,Long,TRADE,31.86,5.7
0x399c1465206,MATIC,59769.65,50.9523,Sell,2023-02-06 14:44:41,Short,TRADE,-1.2554,6.2
0x37550a89430,ETH,10471.16,93.1234,Buy,2023-02-06 15:28:22,Long,TRADE,-35.6603,8.3
0x2c4ac55a583,ETH,45094.01,389.6599,Buy,2023-02-06 16:12:03,Long,TRADE,7.0727,4.4
0x179afe9e920,BTC,50035.23,229.1389,Buy,2023-02-06 16:55:44,Short,TRADE,1.1297,3.6
0x1f612afb952,ETH,57549.14,68.8871,Buy,2023-02-06 17:39:25,Short,TRADE,-2.2567,5.7
0xa789f9d571,SOL,18091.69,22.8813,Sell,2023-02-06 18:23:06,Long,TRADE,7.8289,3.1
0x327fea67974,SOL,52601.25,92.7923,Buy,2023-02-06 19:06:47,Long,TRADE,12.602,4.9
0x225b09fc503,BTC,17440.08,154.6524,Sell,2023-02-06 19:50:27,Short,TRADE,2.2405,3.7
0x34996f51679,SOL,30287.25,50.0925,Sell,2023-02-06 20:34:08,Long,TRADE,-4.0329,5.2
0x3ad8cd12483,BTC,34675.24,64.4924,Buy,2023-02-06 21:17:49,Short,TRADE,4.5639,8.0
0x1888b994109,ARB,30699.07,365.5543,Buy,2023-02-06 22:01:30,Long,TRADE,22.2024,5.1
0x21d5539d175,BTC,9656.66,108.6681,Sell,2023-02-06 22:45:11,Long,TRADE,29.4083,10.1
0x36838960778,BTC,59360.87,90.8792,Sell,2023-02-06 23:28:52,Long,TRADE,13.4684,4.2
0x37833027988,BTC,10296.12,84.6777,Buy,2023-02-07 00:12:33,Short,TRADE,-13.0163,7.3
0x135af16d669,AVAX,3938.25,428.7032,Sell,2023-02-07 00:56:14,Short,TRADE,47.6762,2.4
0x161b2a7f463,SOL,269.97,9.3279,Sell,2023-02-07 01:39:55,Short,TRADE,-13.7994,5.1
0x179afe9e920,BTC,44852.11,148.1596,Sell,2023-02-07 02:23:36,Short,TRADE,1.5089,4.0
0x157aa984373,DOGE,3061.0,9.4554,Buy,2023-02-07 03:07:17,Short,TRADE,33.7654,6.2
0x37833027988,ARB,13465.59,50.3305,Buy,2023-02-07 03:50:58,Short,TRADE,4.4772,4.6
0x26adc337783,SOL,31386.64,11.6159,Sell,2023-02-07 04:34:39,,TRADE,52.3462,9.3
0x18ba919d427,ETH,13181.14,142.6523,Sell,2023-02-07 05:18:20,Short,TRADE,-5.6181,5.1
0xc8ff9f9490,MATIC,49744.88,7.2149,Buy,2023-02-07 06:02:01,Long,TRADE,-10.3345,10.6
0xc8ff9f9490,ETH,28579.85,14.1711,Sell,2023-02-07 06:45:42,Short,TRADE,7.8087,2.1
0x33b67b23347,BTC,53376.02,83.6502,Buy,2023-02-07 07:29:23,Short,TRADE,-12.3193,6.2
0x299c6894419,ARB,53260.45,91.6086,Sell,2023-02-07 08:13:04,Long,TRADE,24.4774,6.5
0x1a0f3a49162,BTC,28281.47,590.0071,Sell,2023-02-07 08:56:44,Long,FUNDING,-11.5583,3.8
0xbcdf5b9960,BTC,13012.64,661.1392,Sell,2023-02-07 09:40:25,Long,TRADE,47.2648,8.5
0x39d82f4d824,SOL,21904.69,16.3276,Sell,2023-02-07 10:24:06,Long,TRADE,10.8792,7.7
0x1888b994109,MATIC,53121.59,43.5319,Sell,2023-02-07 11:07:47,Long,TRADE,10.654,10.4
0xf5c455c152,DOGE,49470.4,52.4396,Sell,2023-02-07 11:51:28,Short,TRADE,18.8904,5.2
0x1e9090d7766,BTC,14351.34,293.2418,Sell,2023-02-07 12:35:09,Short,TRADE,-11.0874,4.9
0xc8ff9f9490,BTC,29577.28,57.3398,Sell,2023-02-07 13:18:50,Short,TRADE,3.9656,4.5
0x1f612afb952,BTC,44086.49,8.9774,Buy,2023-02-07 14:02:31,Short,TRADE,-4.4478,6.2
0x1419f8b2732,BTC,18484.48,232.7447,Sell,2023-02-07 14:46:12,Short,TRADE,25.3265,3.8
0x2f5fef85223,ARB,42171.1,47.5791,Buy,2023-02-07 15:29:53,Long,FUNDING,7.4905,8.8
0x20475f8c743,ETH,5776.0,581.9737,Sell,2023-02-07 16:13:34,Short,TRADE,35.9296,2.7
0x37550a89430,BTC,31835.12,144.9713,Buy,2023-02-07 16:57:15,Short,TRADE,28.6228,5.9
0xc1f22ef193,MATIC,23730.39,236.0627,Buy,2023-02-07 17:40:56,Short,TRADE,-19.9841,3.0
0x1e604bfb894,BTC,3727.27,204.5558,Sell,2023-02-07 18:24:37,Short,TRADE,-0.8756,5.9
0x373fd73f147,BTC,50220.77,26.7057,Buy,2023-02-07 19:08:18,Long,TRADE,3.7613,3.8
0x203b57d4632,SOL,17108.4,7.2947,Buy,2023-02-07 19:51:59,Short,TRADE,44.3555,10.2
0xf0ca0a4920,ARB,11450.86,638.567,Buy,2023-02-07 20:35:40,Short,TRADE,-9.5119,4.5
0x1e86d761615,ETH,34597.59,201.1742,Buy,2023-02-07 21:19:21,Short,TRADE,-3.0485,8.7
0x29f6e323895,DOGE,53296.45,25.1015,Sell,2023-02-07 22:03:02,Short,TRADE,12.3421,1.5
0x292c5f61822,ARB,49557.74,3.955,Sell,2023-02-07 22:46:42,,TRADE,16.4464,5.8
0x20475f8c743,ETH,7589.91,495.5259,Sell,2023-02-07 23:30:23,Long,TRADE,-47.9929,11.3
0x21802835318,ETH,24873.71,115.5074,Sell,2023-02-08 00:14:04,Long,TRADE,-34.7722,7.6
0x9a26803932,DOGE,56988.85,383.1704,Sell,2023-02-08 00:57:45,Long,LIQUIDATION,-20.2529,1.7
0xf5c455c152,AVAX,11061.48,152.2912,Buy,2023-02-08 01:41:26,Long,TRADE,-0.2868,4.8
0x275aafa4549,AVAX,32409.92,41.3646,Sell,2023-02-08 02:25:07,Long,LIQUIDATION,4.4276,4.4
0x37833027988,ETH,363.56,42.5678,Sell,2023-02-08 03:08:48,Long,TRADE,4.1881,9.5
0x18ba919d427,ETH,5701.93,81.0026,Buy,2023-02-08 03:52:29,Long,TRADE,-7.7245,7.7
0x10eba987919,ARB,16117.87,82.3662,Buy,2023-02-08 04:36:10,Long,TRADE,-3.2184,5.4
0x2341929c668,ETH,14454.28,25.1834,Sell,2023-02-08 05:19:51,Long,TRADE,-26.4129,6.3
0x1cdd7c67738,ARB,33536.42,76.8585,Buy,2023-02-08 06:03:32,Long,TRADE,-4.8363,6.0
0xe51fff8866,ETH,11943.3,237.4299,Sell,2023-02-08 06:47:13,Long,TRADE,12.9116,5.9
0x236c14d0687,ARB,37330.79,90.712,Buy,2023-02-08 07:30:54,Short,TRADE,-3.6409,6.2
0x2b41dcd7587,ETH,52528.62,189.2665,Sell,2023-02-08 08:14:35,Long,TRADE,-15.5641,12.0
0x37b4e5e2695,ETH,48949.09,131.6999,Buy,2023-02-08 08:58:16,,TRADE,-57.2147,15.1
0xdd54dab311,AVAX,43412.67,368.7281,Sell,2023-02-08 09:41:57,Long,LIQUIDATION,-15.4472,2.5
0x365b049b650,BTC,6605.82,159.3399,Buy,2023-02-08 10:25:38,Long,TRADE,4.0807,4.1
0x25eb358d415,BTC,14439.95,28.9192,Sell,2023-02-08 11:09:19,Short,TRADE,7.0903,5.9
0x39de8fc3390,ARB,19957.45,15.672,Buy,2023-02-08 11:52:59,Long,TRADE,27.0223,10.6
0x31b33595440,BTC,39625.19,819.8797,Buy,2023-02-08 12:36:40,Long,TRADE,-1.8882,9.7
0x2e70c481974,ETH,18100.21,28.5274,Sell,2023-02-08 13:20:21,Short,TRADE,6.3524,10.2
0x32e5855c619,ARB,1433.34,65.6423,Sell,2023-02-08 14:04:02,Short,LIQUIDATION,-8.4401,5.9
0x9a26803932,BTC,46441.37,83.8538,Buy,2023-02-08 14:47:43,Short,TRADE,22.7933,3.9
0x1e9090d7766,ETH,53774.3,42.7879,Buy,2023-02-08 15:31:24,Short,TRADE,-1.9948,4.5
0x2ba0388c680,BTC,41735.05,337.7963,Buy,2023-02-08 16:15:05,Short,TRADE,33.615,13.6
0x293bca6e135,BTC,20053.33,93.5239,Sell,2023-02-08 16:58:46,Short,TRADE,17.0353,6.6
0x293bca6e135,ETH,38766.24,13.8735,Sell,2023-02-08 17:42:27,Long,TRADE,-12.2921,6.7
0x2461bfd3806,ETH,43050.5,128.904,Buy,2023-02-08 18:26:08,Short,FUNDING,0.1838,6.7
0x138515c8784,ETH,9572.43,73.5009,Sell,2023-02-08 19:09:49,Long,TRADE,4.6706,2.5
0x617a000374,MATIC,50435.75,169.513,Sell,2023-02-08 19:53:30,Long,TRADE,-2.5768,5.2
0x16b9968b991,BTC,44445.74,909.2725,Buy,2023-02-08 20:37:11,Long,TRADE,-22.8835,5.8
0x33c6520d315,BTC,31313.56,36.6941,Buy,2023-02-08 21:20:52,Long,TRADE,5.4939,3.5
0x1338b630276,BTC,7868.69,19.2834,Buy,2023-02-08 22:04:33,Long,TRADE,34.694,9.5
0x293ba2c2452,SOL,49459.36,2999.5763,Buy,2023-02-08 22:48:14,Long,TRADE,-4.0191,4.0
0x2b7c120a380,SOL,21101.62,22.5708,Sell,2023-02-08 23:31:55,Long,TRADE,-5.3427,8.1
0x2461bfd3806,BTC,10821.13,868.6466,Buy,2023-02-09 00:15:36,,TRADE,-17.4972,6.9
0xba60287269,ETH,59525.68,1045.2477,Sell,2023-02-09 00:59:16,,TRADE,-6.8602,8.9
0x399c1465206,ARB,36630.93,59.5567,Buy,2023-02-09 01:42:57,Short,TRADE,-52.6637,7.8
0x344a4a76496,ETH,47568.77,372.8801,Buy,2023-02-09 02:26:38,Long,TRADE,-12.3168,5.9
0x2effaaee209,ETH,8203.62,25.3159,Sell,2023-02-09 03:10:19,Short,TRADE,1.3808,7.9
0x10b23028789,BTC,37108.56,174.6619,Buy,2023-02-09 03:54:00,Short,TRADE,3.1046,23.4
0x1b85e624184,ARB,44046.54,285.7197,Buy,2023-02-09 04:37:41,Short,TRADE,-0.5124,7.1
0x29910ea5550,MATIC,16566.74,25.8551,Buy,2023-02-09 05:21:22,Short,FUNDING,-19.7596,3.9
